,loan_paid_back,education_level,monthly_income,employment_status,debt_to_income_ratio,credit_score,loan_amount,interest_rate,loan_term,installment,num_of_open_accounts,total_credit_limit,current_balance,delinquency_history,public_records,num_of_delinquencies,income_to_loan_ratio,utilization_ratio,education_encoded,employment_encoded
658,1,Bachelor's,2574.3,Employed,0.07,752,1765.22,13.2,60,40.35,3,21780.23,3220.49,2,0,3,17.500141625406467,1.7743559181881916,0,0
659,1,Bachelor's,4345.0,Self-employed,0.16,684,22749.21,11.35,60,498.6,3,73440.18,29186.02,1,2,2,2.291947720382378,4.768945827747155,0,2
660,1,Master's,5349.58,Employed,0.17,850,12993.28,10.23,36,420.66,2,60123.63,55896.11,2,0,3,4.940627770662989,11.156234578650691,2,0
661,0,High School,4061.01,Unemployed,0.12,594,19633.47,16.63,60,484.04,7,43933.13,37478.3,4,0,4,2.48209409747742,10.236912325618503,1,4
662,1,Master's,1704.68,Employed,0.09,747,28681.01,12.51,36,959.62,5,34922.82,31037.39,3,0,4,0.7132301128865406,10.66490850395243,2,0
663,1,Master's,2239.67,Employed,0.2,716,10198.08,9.07,36,324.63,7,40899.85,11725.35,1,0,1,2.6354019580156267,3.440213105916037,2,0
664,0,Bachelor's,1155.56,Employed,0.24,615,6510.55,13.28,60,149.07,9,28585.99,8524.83,6,0,6,2.129884571963966,3.578604764081985,0,0
665,1,High School,4547.3,Employed,0.21,603,5310.35,16.0,36,186.7,8,75191.41,57037.06,2,0,4,10.275706874311487,9.102698300244668,1,0
666,1,Bachelor's,1771.95,Unemployed,0.07,763,4749.37,9.82,60,100.49,6,29445.48,22839.64,1,0,2,4.477099067876371,9.307903284307132,0,4
667,0,Master's,3783.77,Employed,0.23,575,14066.51,15.21,36,489.07,4,58993.73,43301.03,2,0,2,3.2278966140144214,8.807925181201458,2,0
668,1,High School,3961.12,Employed,0.24,727,12136.7,11.32,60,265.82,7,49457.51,17997.06,2,0,2,3.916504486392512,4.366671916964684,1,0
669,1,Master's,1775.75,Employed,0.17,754,24110.15,10.27,36,781.03,3,30808.1,7685.98,0,0,0,0.8838186406969678,2.993750344876834,2,0
670,1,Bachelor's,3561.05,Employed,0.3,733,500.0,8.79,36,15.85,4,64218.09,41351.4,2,0,3,85.46520000000001,7.727056348141156,0,0
672,1,Master's,2452.37,Employed,0.08,629,32878.23,12.2,60,734.69,7,28081.17,25684.52,0,0,0,0.8950737311588852,10.97583327190427,2,0
673,1,High School,5801.17,Employed,0.25,603,14801.96,16.2,60,361.53,7,51693.28,45111.84,3,0,4,4.703028517844935,10.472194451580553,1,0
674,0,Bachelor's,3550.67,Unemployed,0.26,750,30653.89,14.15,36,1049.91,4,44530.4,27675.32,2,0,3,1.3899717132148646,7.457912796651275,0,4
675,1,High School,3635.77,Employed,0.13,728,14619.37,10.53,36,475.37,6,55377.28,45531.75,2,0,3,2.9843447426257077,9.866519265662742,1,0
676,1,High School,2864.61,Employed,0.28,629,28697.9,10.28,36,929.78,6,43530.05,33865.35,4,0,4,1.1978339878527697,9.33571636145605,1,0
677,0,Master's,5295.93,Employed,0.49,613,6624.9,11.95,60,147.2,5,47755.69,35185.17,2,0,2,9.592772721097678,8.841292838612528,2,0
678,1,PhD,2753.88,Employed,0.16,767,16126.94,10.23,36,522.11,3,34991.87,12595.55,1,2,2,2.0491525360669782,4.319477638662923,4,0
679,1,Other,4338.57,Employed,0.15,701,18165.39,11.36,60,398.23,3,38365.67,25075.65,0,0,0,2.8660458156967725,7.843152485021116,3,0
680,1,High School,5302.22,Employed,0.09,786,3763.39,11.13,60,82.07,6,76845.79,29725.89,0,0,0,16.90673568245651,4.641902698898665,1,0
681,0,High School,5565.29,Unemployed,0.3,640,34184.25,12.64,36,1145.88,5,76304.05,26396.57,5,0,5,1.9536330327563132,4.151271655960594,1,4
682,0,Bachelor's,4245.42,Unemployed,0.13,648,15104.9,15.98,36,530.89,8,83685.22,57827.08,0,0,1,3.3727492403127464,8.29208503006863,0,4
683,1,High School,4773.18,Employed,0.27,667,12011.59,13.02,60,273.42,7,91027.41,6417.58,1,0,1,4.76857435193842,0.8460194572162384,1,0
684,1,High School,3080.52,Employed,0.12,733,7875.2,13.73,36,268.12,5,43679.64,2717.11,0,0,0,4.694006501422186,0.7464649433923906,1,0
685,0,Master's,2345.69,Student,0.25,748,14944.43,8.32,36,470.51,4,40373.29,7109.26,2,0,2,1.8835298502518998,2.113058410647237,2,3
686,1,Master's,3688.87,Self-employed,0.07,718,13449.05,10.54,60,289.34,4,42798.38,25322.59,4,0,7,3.2914176094222274,7.1000603293863,2,2
687,1,PhD,3709.7,Employed,0.25,691,25294.48,11.35,36,832.31,3,54926.17,45679.58,0,0,2,1.759925485718623,9.979850406463804,4,0
688,1,Bachelor's,3698.94,Employed,0.16,713,28091.83,12.05,36,933.72,4,34214.02,11269.91,3,0,3,1.580077908772764,3.952733996180513,0,0
689,1,Bachelor's,5907.7,Employed,0.25,686,23083.04,13.54,36,783.78,6,53181.09,36660.49,1,0,3,3.071189929922575,8.272223829936545,0,0
690,1,Master's,3088.92,Employed,0.09,660,22085.53,10.86,60,478.65,6,25189.74,16930.7,0,0,0,1.6783405243161473,8.065521914874866,2,0
691,1,High School,1343.84,Unemployed,0.13,826,16965.17,8.32,36,534.13,5,27700.45,3917.35,2,0,3,0.950540430776703,1.697019362501331,1,4
692,1,Master's,892.52,Employed,0.12,776,500.0,8.81,36,15.86,4,17902.66,13251.76,1,0,2,21.42048,8.882541477076591,2,0
693,0,High School,3388.22,Student,0.36,725,19244.92,13.23,36,650.57,3,53641.27,17855.33,1,1,1,2.1126946747505317,3.994386411805687,1,3
694,1,Master's,5605.68,Employed,0.32,668,15425.27,9.13,36,491.45,4,93139.85,12867.88,4,0,5,4.36090648656393,1.657878555741715,2,0
695,0,Master's,2668.78,Employed,0.21,597,17766.91,11.65,36,587.15,1,43873.57,9867.46,4,0,4,1.8025284081475057,2.698880442143185,2,0
697,1,Master's,3340.21,Employed,0.07,601,14796.48,13.5,36,502.12,7,38214.01,30707.93,5,0,6,2.708922662687342,9.642933573315128,2,0
699,1,Bachelor's,2874.53,Employed,0.09,707,16750.93,9.65,36,537.76,8,50719.01,44636.06,2,0,3,2.059250441617271,10.560788154185186,0,0
700,1,Master's,7821.07,Self-employed,0.09,724,11908.15,13.85,36,406.13,5,56643.14,51316.36,1,0,1,7.881395514836478,10.871507476456992,2,2
701,1,Master's,2368.73,Employed,0.23,724,13099.24,9.53,36,419.79,6,46491.13,41767.52,3,0,5,2.169954898146763,10.780771299815685,2,0
702,1,Other,5761.16,Employed,0.13,598,15890.28,14.56,36,547.42,11,81678.31,14980.6,2,0,2,4.350704959258112,2.2009172324941595,3,0
703,1,High School,4335.38,Self-employed,0.2,709,22057.95,13.48,60,507.32,6,64035.67,58384.89,2,0,4,2.3585401181886803,10.941068938608746,1,2
704,1,Bachelor's,3753.38,Employed,0.08,741,10105.3,12.71,36,339.08,7,51764.18,38055.61,3,0,3,4.4571225000742185,8.822071942412688,0,0
705,1,PhD,3743.67,Employed,0.17,709,15143.85,9.62,36,485.95,5,31672.35,18735.08,2,0,3,2.9664873859685614,7.098335298770063,4,0
706,0,Bachelor's,7134.44,Student,0.47,671,9891.74,10.36,36,320.85,1,112762.82,34152.21,3,0,4,8.65502732582943,3.6344117679923222,0,3
707,1,Master's,2751.54,Employed,0.22,612,18544.85,16.64,36,657.86,9,29472.16,20483.89,1,0,2,1.7804662750035722,8.340300812699171,2,0
708,0,Bachelor's,3266.27,Employed,0.23,585,25697.15,9.83,60,543.84,9,65048.87,60801.76,1,0,1,1.5252757601523903,11.216507219879453,0,0
710,1,Master's,4238.84,Employed,0.16,782,15930.64,10.01,36,514.11,6,57135.07,27265.07,0,0,0,3.1929715315894405,5.726445071302091,2,0
711,0,Master's,6414.44,Student,0.47,620,34575.31,15.41,36,1205.52,4,60188.32,4410.23,5,0,6,2.2262498875642764,0.8792862136706922,2,3
712,0,Master's,2641.42,Unemployed,0.31,741,14099.06,10.39,60,302.28,1,30770.55,3943.85,1,0,1,2.2481668990698673,1.5380355567255053,2,4
713,1,High School,2219.47,Employed,0.09,704,12710.15,11.68,36,420.22,4,33209.87,22056.81,1,0,1,2.09546228801391,7.969971577726742,1,0
714,0,Bachelor's,4859.14,Unemployed,0.18,608,7746.78,11.94,60,172.09,3,57740.97,49610.03,2,0,2,7.526957006653088,10.310189801106562,0,4
715,0,High School,3492.13,Employed,0.28,636,13607.49,11.58,36,449.24,5,35930.69,32874.86,2,0,3,3.0795951347382946,10.979425109843422,1,0
716,1,High School,2715.11,Employed,0.01,601,12736.75,15.92,60,309.19,8,33179.16,5033.11,2,0,3,2.5580560190001376,1.8203390320912278,1,0
717,0,Bachelor's,1111.64,Employed,0.25,699,588.94,16.94,36,20.98,5,17111.21,3976.6,4,0,4,22.650320915543176,2.7887682986767155,0,0
718,1,Other,1045.95,Employed,0.21,657,5941.05,8.58,36,187.76,6,17281.66,11868.58,4,1,5,2.1126568535864876,8.241277747623782,3,0
719,1,Bachelor's,954.26,Retired,0.24,673,20701.69,17.19,60,516.61,4,15839.42,3497.93,1,0,1,0.5531490424211742,2.650044004136515,0,1
720,0,Master's,3751.07,Student,0.22,592,2382.54,14.61,60,56.19,5,67291.71,61494.64,4,0,4,18.892795084237832,10.966219761691297,2,3
721,1,Other,1604.0,Employed,0.29,848,10638.24,12.55,36,356.14,5,27163.65,22413.29,1,0,1,1.8093218427108244,9.901448443047968,3,0
722,1,High School,1073.65,Employed,0.06,593,500.0,14.34,36,17.17,8,20996.45,19087.11,2,1,3,25.7676,10.908764100597958,1,0
723,1,High School,1798.34,Student,0.13,689,7484.89,14.29,60,175.29,3,14413.68,11347.61,2,0,3,2.8831525914208487,9.447366668331751,1,3
724,0,High School,966.51,Unemployed,0.02,621,6533.41,14.72,60,154.47,3,9170.4,2609.36,3,0,4,1.775201617532039,3.414498822297828,1,4
725,1,Bachelor's,2102.45,Employed,0.15,742,18417.46,15.29,36,641.07,9,38698.58,34626.32,0,0,1,1.3698631624556263,10.737237387004896,0,0
726,1,High School,2040.88,Employed,0.23,737,26930.73,10.02,36,869.23,5,23196.75,10557.17,0,0,0,0.9093908705779606,5.46137023505448,1,0
727,0,Master's,4104.06,Unemployed,0.13,734,17314.1,10.12,36,559.65,8,41369.79,27598.77,2,0,2,2.8444285293489124,8.005485161998646,2,4
728,1,High School,3337.91,Employed,0.05,620,16513.56,11.72,60,365.0,6,49008.02,24405.2,2,0,2,2.4255775253791425,5.9758055926356555,1,0
729,1,High School,2267.5,Retired,0.16,667,30206.12,16.24,36,1065.54,8,36071.83,21333.47,1,0,1,0.9008108290637792,7.096996187884008,1,1
730,1,Bachelor's,4496.92,Employed,0.14,658,13497.53,11.44,36,444.71,6,77683.36,36733.51,0,0,0,3.9979937069967617,5.674344158131162,0,0
731,1,Bachelor's,1437.62,Retired,0.11,673,500.0,9.47,36,16.01,4,14552.53,11538.37,2,0,2,34.50288,9.514527027259177,0,1
732,1,PhD,2273.73,Employed,0.09,664,15604.41,15.57,36,545.3,5,27746.63,17731.29,2,0,2,1.7485287812868286,7.668516140518687,4,0
733,0,Other,1886.24,Student,0.3,571,13778.63,13.27,60,315.41,10,41071.28,28616.32,2,0,2,1.6427525813524277,8.360972436213334,3,3
734,1,PhD,2922.64,Employed,0.07,676,10895.39,13.19,36,368.11,0,50321.08,25956.3,2,0,2,3.2189467288458697,6.189763812700362,4,0
735,0,High School,874.2,Student,0.09,661,21281.9,12.34,36,710.32,6,14013.41,10129.93,1,0,1,0.4929259135697471,8.674488222352732,1,3
737,1,Bachelor's,3741.16,Employed,0.15,597,24885.67,13.46,60,572.1,5,38673.39,28804.77,2,0,3,1.804006884283204,8.93785727085213,0,0
738,0,High School,3816.64,Student,0.21,540,10647.44,16.15,60,259.77,3,69928.66,57093.71,5,0,7,4.301473405813979,9.79747817275492,1,3
739,1,Bachelor's,893.56,Self-employed,0.12,637,20864.7,13.1,36,704.02,2,14102.37,11656.34,3,0,3,0.5139168068555982,9.918622189036311,0,2
740,0,Bachelor's,3454.58,Unemployed,0.18,574,500.0,12.37,36,16.7,4,40868.05,37496.35,2,0,2,82.90992,11.009974784703452,0,4
741,1,Bachelor's,2646.26,Employed,0.36,608,19737.01,12.4,36,659.33,5,39346.74,5392.91,3,1,3,1.6089123935185727,1.6447339728780581,0,0
742,1,High School,5918.56,Employed,0.04,713,15930.9,14.46,60,374.49,4,53884.08,5084.93,3,0,4,4.458173737830254,1.132415362756495,1,0
743,1,Other,2544.71,Employed,0.11,723,23058.86,11.43,36,759.62,4,42243.59,11694.11,2,0,3,1.324285762609253,3.321908010185688,3,0
744,1,Master's,2447.28,Retired,0.05,628,35310.74,10.8,36,1152.69,1,17068.83,11542.94,3,1,4,0.8316835047920265,8.11510103504458,2,1
745,1,High School,2926.78,Employed,0.03,672,24515.44,11.01,36,802.72,5,55810.7,34094.42,2,0,2,1.4326220536935093,7.330727620330869,1,0
746,1,PhD,6946.85,Self-employed,0.09,537,500.0,17.25,36,17.89,6,91036.46,6074.27,1,0,1,166.72440000000003,0.8006818367058649,4,2
747,1,Other,1177.32,Self-employed,0.23,680,11033.67,13.26,36,373.15,7,24240.45,22945.35,1,0,3,1.280429811658315,11.358873288243409,3,2
748,1,Master's,1064.51,Employed,0.21,715,6262.33,10.08,36,202.3,3,13032.18,6498.39,4,0,6,2.039835013485396,5.983701882570683,2,0
749,0,Bachelor's,786.29,Unemployed,0.29,583,12157.2,16.02,36,427.53,1,13034.71,9349.56,0,1,1,0.7761227914322376,8.607381368668731,0,4
750,1,Bachelor's,5789.12,Self-employed,0.26,551,30451.33,17.25,60,760.89,4,104126.89,60852.91,0,0,0,2.2813269568192918,7.012933162605741,0,2
751,1,Bachelor's,5394.79,Self-employed,0.19,803,500.0,8.11,36,15.69,3,89035.24,29014.07,1,0,2,129.47495999999998,3.9104610713690438,0,2
752,0,Bachelor's,1466.27,Unemployed,0.26,718,20987.15,7.63,36,654.08,2,20627.39,15891.12,1,0,2,0.8383815811103459,9.244671284151801,0,4
753,1,Other,1288.58,Employed,0.08,767,13266.36,10.77,36,432.88,5,14464.76,10776.06,2,0,2,1.165576691722522,8.939845528028117,3,0
754,1,Master's,5379.09,Employed,0.19,770,6968.97,8.84,36,221.09,3,60523.77,38993.99,2,0,3,9.262355843115984,7.731307550735852,2,0
755,0,High School,1271.04,Self-employed,0.23,642,16950.07,12.52,60,381.51,4,24432.93,15497.11,4,0,5,0.8998476112488031,7.611257430033975,1,2
756,0,Bachelor's,2547.87,Unemployed,0.08,546,14399.66,15.92,36,505.68,4,33271.69,24457.12,1,0,1,2.123275132885082,8.82087564533091,0,4
757,0,Bachelor's,2175.74,Employed,0.13,573,20362.39,14.48,36,700.69,3,24873.06,2475.9,3,0,3,1.282210978180852,1.1944971788754581,0,0
759,0,High School,2741.18,Unemployed,0.34,645,4958.9,14.41,60,116.44,2,42090.14,29603.35,3,0,4,6.6333582044405,8.439986182036932,1,4
760,1,Master's,6499.55,Unemployed,0.09,721,11641.85,15.12,60,277.69,4,55033.24,42840.03,2,0,2,6.699502226879749,9.341270112390257,2,4
761,0,Bachelor's,3989.1,Employed,0.17,650,22499.83,10.82,36,734.7,11,35866.53,33042.43,3,0,7,2.1275360747170087,11.055130228656077,0,0
762,1,High School,2278.62,Employed,0.2,779,29493.19,8.24,36,927.48,3,22145.12,3269.41,1,0,2,0.9271102922403442,1.7716282413461746,1,0
763,1,Master's,2137.89,Employed,0.18,677,15289.66,11.78,36,506.23,6,28569.95,7430.64,0,0,0,1.677910430970996,3.1210303133187143,2,0
764,1,Bachelor's,3171.34,Employed,0.01,541,23129.13,15.55,36,808.02,5,51109.81,42729.5,5,0,5,1.6453744693380166,10.032398868240755,0,0
765,1,Master's,3189.84,Self-employed,0.06,532,18094.93,16.16,60,441.57,4,43069.02,31437.07,1,0,1,2.1154035964770244,8.759076477709499,2,2
766,1,High School,2234.56,Employed,0.44,648,19824.69,16.53,36,702.18,5,19277.16,14928.84,2,0,3,1.3525921464597934,9.293178040748742,1,0
767,1,Other,4229.36,Employed,0.29,607,11398.68,16.68,60,281.33,5,56703.52,22148.81,3,0,3,4.452473444293549,4.687287843858724,3,0
768,1,Master's,3094.32,Self-employed,0.18,583,24598.1,15.79,36,862.25,8,55586.06,46053.23,2,0,2,1.509540980807461,9.942038705387647,2,2
769,1,High School,1989.67,Employed,0.32,698,11646.29,10.3,60,249.17,8,28413.8,16765.27,4,0,4,2.0500983575026894,7.080476388233886,1,0
770,1,Master's,2437.27,Employed,0.1,610,500.0,13.94,60,11.62,8,50775.8,39697.42,1,0,2,58.494479999999996,9.381812595764123,2,0
771,1,High School,4106.21,Employed,0.05,606,11381.71,12.02,36,378.14,5,59877.66,40505.65,1,0,2,4.329272139247969,8.117681953503194,1,0
772,1,Bachelor's,1603.6,Self-employed,0.08,758,500.0,10.26,36,16.19,5,26129.53,6838.7,1,0,2,38.486399999999996,3.1406764683482633,0,2
773,1,High School,1602.63,Employed,0.01,703,34874.56,12.98,36,1174.73,2,28225.99,20924.71,3,0,4,0.5514495380013398,8.895933145303317,1,0
774,1,Bachelor's,1404.69,Retired,0.25,641,24309.3,9.42,36,777.79,4,18141.47,2371.64,0,0,0,0.6934086954375486,1.5687637220137067,0,1
775,1,Other,2436.26,Employed,0.11,686,15841.94,5.35,36,477.29,8,41359.92,36500.33,1,0,1,1.8454254971297708,10.590058201273118,3,0
776,1,High School,2606.06,Employed,0.2,696,10496.72,13.74,60,242.83,3,28972.82,17781.16,2,0,2,2.979284957586751,7.36462380948765,1,0
777,1,Bachelor's,1553.5,Employed,0.11,648,27311.25,17.04,36,974.26,5,17082.14,13588.04,2,0,3,0.6825758615954963,9.54543634462661,0,0
778,1,High School,3024.9,Employed,0.07,644,8309.01,11.44,60,182.49,4,46771.8,34266.69,0,0,0,4.368607090375388,8.791628288840712,1,0
779,1,Bachelor's,3039.9,Employed,0.04,808,35095.75,7.4,36,1090.08,6,38066.75,29219.67,1,0,2,1.0394079055156251,9.211084213913717,0,0
780,1,High School,5283.94,Employed,0.16,665,9674.38,10.74,36,315.54,5,48115.27,15229.42,3,0,3,6.554144038170922,3.798233700029118,1,0
781,1,Bachelor's,5183.59,Employed,0.36,769,15690.25,8.76,60,323.88,5,66883.65,56477.52,0,0,0,3.964441611829002,10.132973305135112,0,0
782,1,Bachelor's,911.37,Employed,0.37,658,22598.66,13.43,36,766.13,2,10739.2,1564.12,3,0,4,0.4839419682405948,1.747750297973778,0,0
783,1,High School,3597.22,Employed,0.02,689,9549.09,15.16,36,331.77,9,39245.22,26510.76,0,0,0,4.52049776470847,8.106187708974494,1,0
784,1,Other,927.97,Employed,0.08,636,14199.11,12.85,36,477.4,4,10496.38,7158.16,1,1,1,0.7842491536441368,8.183575670850331,3,0
785,1,PhD,4257.64,Employed,0.03,665,16628.74,10.47,36,540.24,4,40681.79,33725.48,1,0,1,3.072492564078818,9.948081438894405,4,0
786,1,Master's,4205.66,Employed,0.01,697,10240.68,12.29,36,341.56,4,42596.66,20548.31,1,0,1,4.928180550510318,5.788710194649064,2,0
787,1,High School,1656.93,Employed,0.09,833,19708.05,4.81,60,370.2,6,35451.03,4594.67,1,0,1,1.0088852017322871,1.5552732882514275,1,0
788,1,High School,3703.64,Retired,0.06,739,3912.93,9.7,36,125.71,5,31659.28,10496.81,1,0,1,11.358158719936212,3.9786666026517343,1,1
789,1,Bachelor's,1627.16,Employed,0.03,747,500.0,9.02,36,15.9,5,22438.55,4455.19,0,0,0,39.051840000000006,2.3826085018862626,0,0
790,0,Other,2793.71,Self-employed,0.1,579,500.0,10.11,60,10.65,5,50544.99,18626.0,2,0,2,67.04904,4.422040641416687,3,2
791,1,Bachelor's,3173.82,Employed,0.03,643,13118.22,10.94,36,429.1,3,27078.97,18776.79,2,0,2,2.9032780361969843,8.320902899925661,0,0
792,1,Bachelor's,2582.1,Employed,0.12,586,17323.74,11.83,36,573.99,2,27470.3,15166.27,1,0,2,1.7885976122938807,6.6251639042893595,0,0
793,0,Master's,4723.01,Unemployed,0.31,778,7810.36,9.79,60,165.14,9,71221.8,10059.05,0,0,1,7.2565310689904186,1.6948265839953496,2,4
794,1,High School,1890.24,Employed,0.21,631,17742.64,14.3,36,608.99,4,30062.89,1948.86,2,0,5,1.2784388343561048,0.7779132345559592,1,0
795,1,PhD,4087.9,Employed,0.23,671,28217.48,11.4,36,929.16,2,36303.82,22892.26,0,0,0,1.7384543198046034,7.566892960575498,4,0
796,1,Other,1446.27,Employed,0.13,653,18354.48,12.48,36,613.85,8,33678.84,17537.45,0,0,0,0.9455587954548426,6.248712841653693,3,0
797,1,Other,853.98,Employed,0.34,552,21107.5,9.65,36,677.62,4,9270.63,4528.33,4,0,4,0.4855032571360891,5.8615175020467865,3,0
798,1,High School,1081.72,Self-employed,0.28,708,9685.0,15.8,36,339.54,4,12186.49,7900.08,2,0,3,1.3402829117191533,7.779184982714464,1,2
799,1,Bachelor's,1670.19,Self-employed,0.25,719,21460.76,15.46,60,515.75,2,12381.6,4821.47,1,0,2,0.9339035523439059,4.672872649738321,0,2
800,0,Bachelor's,4482.64,Self-employed,0.1,587,13991.45,14.56,36,482.01,5,85538.4,56560.55,6,0,6,3.844610815891134,7.934759125725991,0,2
801,1,High School,4201.8,Employed,0.17,748,15471.26,11.78,36,512.24,3,72869.46,39505.14,0,0,1,3.2590493599099237,6.505629107173292,1,0
802,1,Bachelor's,2650.6,Self-employed,0.15,741,500.0,9.25,60,10.44,5,42950.97,19594.83,3,0,3,63.614399999999996,5.4745669306187965,0,2
803,0,Bachelor's,862.29,Self-employed,0.48,648,15724.88,12.93,36,529.3,3,16782.01,8147.64,2,0,2,0.6580323665427018,5.8259815123456615,0,2
805,0,Bachelor's,1212.41,Employed,0.39,681,500.0,11.12,36,16.4,4,12269.54,8466.61,3,0,4,29.097840000000005,8.28061361713642,0,0
806,1,High School,3749.65,Self-employed,0.14,659,15047.01,12.33,36,502.15,8,38123.1,27469.77,3,0,5,2.9903482485889223,8.646653603720578,1,2
807,1,Other,2368.2,Employed,0.2,737,31990.81,12.65,36,1072.51,9,38060.38,5440.11,3,0,3,0.8883301173055635,1.7152041046358444,3,0
808,1,Master's,3851.92,Employed,0.02,579,500.0,12.28,36,16.67,7,43804.17,18785.88,1,0,1,92.44608,5.146326479876231,2,0
809,1,Master's,6684.58,Employed,0.06,605,35250.6,14.9,36,1220.25,6,49552.33,38828.2,2,0,3,2.2755629691409505,9.402956430101268,2,0
810,0,High School,3386.16,Unemployed,0.36,758,22445.17,12.81,36,754.21,3,54524.53,25684.05,3,0,3,1.8103636550759028,5.65265945437769,1,4
811,1,Bachelor's,4633.42,Employed,0.08,752,22124.65,13.63,36,752.2,5,58020.47,15529.27,1,0,2,2.51308111088763,3.211818863239129,0,0
813,1,Bachelor's,5565.15,Employed,0.06,607,13779.04,17.94,36,497.73,5,51568.2,28791.6,2,0,2,4.84662211590938,6.699849907501134,0,0
814,0,Bachelor's,1138.4,Employed,0.4,586,9516.22,13.64,36,323.58,4,24252.96,7569.78,0,0,1,1.4355279722410792,3.7454133433609753,0,0
815,1,Master's,580.78,Employed,0.31,670,500.0,12.26,36,16.67,6,11234.51,1470.71,1,0,1,13.93872,1.5709203160618488,2,0
816,1,High School,4166.53,Self-employed,0.24,609,11550.3,13.57,60,266.19,10,56903.12,40508.78,4,0,5,4.328749902599933,8.542683775511781,1,2
817,1,High School,2290.94,Employed,0.13,667,14319.28,12.78,36,480.96,3,22654.38,4506.34,0,0,0,1.919878653116637,2.3870033079695845,1,0
818,1,PhD,4884.14,Employed,0.15,670,15385.53,11.84,36,509.84,6,62017.0,11371.5,2,0,2,3.809402731007642,2.2003321669864713,4,0
819,0,PhD,656.02,Unemployed,0.34,728,23874.72,11.89,36,791.73,3,7050.72,3537.22,3,0,3,0.32973119684754415,6.0201851725781195,4,4
820,1,Bachelor's,6091.44,Employed,0.07,652,500.0,14.53,60,11.77,7,81612.72,55188.56,2,0,2,146.19456,8.114699767389201,0,0
821,1,High School,2847.17,Employed,0.19,770,4126.59,9.89,36,132.94,6,23520.95,9394.56,4,0,5,8.279484998509666,4.792949264379202,1,0
823,1,Bachelor's,3019.96,Employed,0.22,767,23520.61,13.15,60,536.97,1,36573.56,6330.63,0,0,0,1.5407559582850956,2.0771169117799855,0,0
824,1,Master's,4172.45,Employed,0.08,765,11830.7,10.25,36,383.13,5,47584.68,18049.4,0,0,2,4.23215870574015,4.551733877373978,2,0
825,0,Master's,2412.25,Employed,0.2,663,24471.33,9.37,36,782.4,4,35262.05,29481.72,4,0,4,1.182894431974069,10.032900526203099,2,0
826,1,High School,2303.17,Employed,0.29,677,18793.73,13.42,36,637.04,5,36458.89,15076.66,2,0,3,1.4705989710398097,4.962299181351928,1,0
827,1,Master's,3607.95,Employed,0.07,656,16175.85,12.68,36,542.54,2,58064.52,8765.55,0,0,1,2.676545591112677,1.811546879230208,2,0
828,1,High School,2514.37,Self-employed,0.1,718,13305.35,10.17,60,283.81,1,20423.78,5435.0,1,0,2,2.2676923192550364,3.1933363951237235,1,2
829,1,High School,2121.98,Employed,0.26,705,21640.06,12.77,36,726.74,5,20006.35,5182.85,4,0,4,1.1766954435431325,3.1087229804537064,1,0
830,1,Bachelor's,3778.04,Employed,0.18,678,11991.73,12.39,60,269.12,4,39805.24,9517.1,4,0,4,3.780645494853536,2.8690996461772373,0,0
831,1,High School,2142.23,Employed,0.04,677,9832.64,15.4,36,342.78,3,21223.99,5736.18,3,0,3,2.6144311192111176,3.2432242947720953,1,0
832,1,Master's,3852.67,Self-employed,0.16,681,11525.8,12.69,36,386.63,7,74599.78,57703.45,1,0,2,4.011178399764008,9.282083673705204,2,2
833,1,Bachelor's,1179.01,Employed,0.2,763,6130.04,10.89,60,132.95,4,12600.78,1871.54,1,0,1,2.307997990225186,1.7823087142224527,0,0
834,1,Bachelor's,3042.86,Employed,0.18,735,31092.51,13.92,36,1061.46,4,28840.48,12957.29,1,0,1,1.174376722882778,5.391293071405192,0,0
835,1,Bachelor's,2700.14,Employed,0.29,769,23627.59,8.76,36,748.71,2,34613.54,13079.49,0,0,0,1.3713493420192242,4.534464836592848,0,0
836,1,Other,787.59,Employed,0.03,658,20906.32,9.76,36,672.23,6,15225.22,3948.59,1,0,2,0.4520680827615764,3.1121441923335103,3,0
837,1,PhD,1448.9,Employed,0.21,628,5474.33,8.77,36,173.5,4,16375.25,5661.37,3,0,4,3.1760599013943263,4.148726889665807,4,0
838,1,Master's,650.36,Employed,0.05,606,21507.32,11.58,36,710.04,5,16563.61,9846.3,1,0,3,0.36286808398256964,7.133444943463411,2,0
839,0,Bachelor's,3217.13,Student,0.19,664,6671.67,12.16,36,222.11,3,52442.39,8839.37,2,0,2,5.786491238325636,2.022646946487374,0,3
840,1,High School,1875.76,Employed,0.22,687,28854.15,14.28,36,990.09,3,35995.57,11843.18,0,0,0,0.7800999163032006,3.948212516151293,1,0
841,1,Bachelor's,2493.38,Employed,0.04,693,22737.81,15.08,36,789.1,7,42412.7,22481.22,1,0,1,1.3158945386560974,6.360704223027537,0,0
842,1,Bachelor's,6726.42,Employed,0.28,654,9546.35,13.09,36,322.07,4,114341.39,104814.84,4,2,6,8.45527767157081,11.000199315401012,0,0
843,1,High School,3025.13,Employed,0.02,663,9942.6,14.67,36,343.06,5,51456.92,6823.7,2,0,2,3.6511133908635562,1.5913194959978172,1,0
844,1,High School,3605.57,Employed,0.08,649,12851.41,14.49,36,442.3,4,32459.18,13266.41,4,0,4,3.366699840717867,4.904526854960599,1,0
