loan_paid_back,education_level,monthly_income,employment_status,debt_to_income_ratio,credit_score,loan_amount,interest_rate,loan_term,installment,num_of_open_accounts,total_credit_limit,current_balance,delinquency_history,public_records,num_of_delinquencies
1,PhD,6946.85,Self-employed,0.09,537,500.00,17.25,36,17.89,6,91036.46,6074.27,1,0,1
1,Other,1177.32,Self-employed,0.23,680,11033.67,13.26,36,373.15,7,24240.45,22945.35,1,0,3
1,Master's,1064.51,Employed,0.21,715,6262.33,10.08,36,202.30,3,13032.18,6498.39,4,0,6
0,Bachelor's,786.29,Unemployed,0.29,583,12157.20,16.02,36,427.53,1,13034.71,9349.56,0,1,1
1,Bachelor's,5789.12,Self-employed,0.26,551,30451.33,17.25,60,760.89,4,104126.89,60852.91,0,0,0
1,Bachelor's,5394.79,Self-employed,0.19,803,500.00,8.11,36,15.69,3,89035.24,29014.07,1,0,2
0,Bachelor's,1466.27,Unemployed,0.26,718,20987.15,7.63,36,654.08,2,20627.39,15891.12,1,0,2
1,Other,1288.58,Employed,0.08,767,13266.36,10.77,36,432.88,5,14464.76,10776.06,2,0,2
1,Master's,5379.09,Employed,0.19,770,6968.97,8.84,36,221.09,3,60523.77,38993.99,2,0,3
0,"High School",1271.04,Self-employed,0.23,642,16950.07,12.52,60,381.51,4,24432.93,15497.11,4,0,5
0,Bachelor's,2547.87,Unemployed,0.08,546,14399.66,15.92,36,505.68,4,33271.69,24457.12,1,0,1
0,Bachelor's,2175.74,Employed,0.13,573,20362.39,14.48,36,700.69,3,24873.06,2475.90,3,0,3
0,Master's,21305.19,Student,0.37,784,7697.26,9.80,60,162.79,7,244704.61,18358.72,3,1,3
0,"High School",2741.18,Unemployed,0.34,645,4958.90,14.41,60,116.44,2,42090.14,29603.35,3,0,4
1,Master's,6499.55,Unemployed,0.09,721,11641.85,15.12,60,277.69,4,55033.24,42840.03,2,0,2
0,Bachelor's,3989.10,Employed,0.17,650,22499.83,10.82,36,734.70,11,35866.53,33042.43,3,0,7
1,"High School",2278.62,Employed,0.20,779,29493.19,8.24,36,927.48,3,22145.12,3269.41,1,0,2
1,Master's,2137.89,Employed,0.18,677,15289.66,11.78,36,506.23,6,28569.95,7430.64,0,0,0
1,Bachelor's,3171.34,Employed,0.01,541,23129.13,15.55,36,808.02,5,51109.81,42729.50,5,0,5
1,Master's,3189.84,Self-employed,0.06,532,18094.93,16.16,60,441.57,4,43069.02,31437.07,1,0,1
1,"High School",2234.56,Employed,0.44,648,19824.69,16.53,36,702.18,5,19277.16,14928.84,2,0,3
1,Other,4229.36,Employed,0.29,607,11398.68,16.68,60,281.33,5,56703.52,22148.81,3,0,3
1,Master's,3094.32,Self-employed,0.18,583,24598.10,15.79,36,862.25,8,55586.06,46053.23,2,0,2
1,"High School",1989.67,Employed,0.32,698,11646.29,10.30,60,249.17,8,28413.80,16765.27,4,0,4
1,Master's,2437.27,Employed,0.10,610,500.00,13.94,60,11.62,8,50775.80,39697.42,1,0,2
1,"High School",4106.21,Employed,0.05,606,11381.71,12.02,36,378.14,5,59877.66,40505.65,1,0,2
1,Bachelor's,1603.60,Self-employed,0.08,758,500.00,10.26,36,16.19,5,26129.53,6838.70,1,0,2
1,"High School",1602.63,Employed,0.01,703,34874.56,12.98,36,1174.73,2,28225.99,20924.71,3,0,4
1,Bachelor's,1404.69,Retired,0.25,641,24309.30,9.42,36,777.79,4,18141.47,2371.64,0,0,0
1,Other,2436.26,Employed,0.11,686,15841.94,5.35,36,477.29,8,41359.92,36500.33,1,0,1
1,"High School",2606.06,Employed,0.20,696,10496.72,13.74,60,242.83,3,28972.82,17781.16,2,0,2
1,Bachelor's,1553.50,Employed,0.11,648,27311.25,17.04,36,974.26,5,17082.14,13588.04,2,0,3
1,"High School",3024.90,Employed,0.07,644,8309.01,11.44,60,182.49,4,46771.80,34266.69,0,0,0
1,Bachelor's,3039.90,Employed,0.04,808,35095.75,7.40,36,1090.08,6,38066.75,29219.67,1,0,2
1,"High School",5283.94,Employed,0.16,665,9674.38,10.74,36,315.54,5,48115.27,15229.42,3,0,3
1,Bachelor's,5183.59,Employed,0.36,769,15690.25,8.76,60,323.88,5,66883.65,56477.52,0,0,0
1,Bachelor's,911.37,Employed,0.37,658,22598.66,13.43,36,766.13,2,10739.20,1564.12,3,0,4
1,"High School",3597.22,Employed,0.02,689,9549.09,15.16,36,331.77,9,39245.22,26510.76,0,0,0
1,Other,927.97,Employed,0.08,636,14199.11,12.85,36,477.40,4,10496.38,7158.16,1,1,1
1,PhD,4257.64,Employed,0.03,665,16628.74,10.47,36,540.24,4,40681.79,33725.48,1,0,1
1,Master's,4205.66,Employed,0.01,697,10240.68,12.29,36,341.56,4,42596.66,20548.31,1,0,1
1,"High School",1656.93,Employed,0.09,833,19708.05,4.81,60,370.20,6,35451.03,4594.67,1,0,1
1,"High School",3703.64,Retired,0.06,739,3912.93,9.70,36,125.71,5,31659.28,10496.81,1,0,1
1,Bachelor's,1627.16,Employed,0.03,747,500.00,9.02,36,15.90,5,22438.55,4455.19,0,0,0
0,Other,2793.71,Self-employed,0.10,579,500.00,10.11,60,10.65,5,50544.99,18626.00,2,0,2
1,Bachelor's,3173.82,Employed,0.03,643,13118.22,10.94,36,429.10,3,27078.97,18776.79,2,0,2
1,Bachelor's,2582.10,Employed,0.12,586,17323.74,11.83,36,573.99,2,27470.30,15166.27,1,0,2
0,Master's,4723.01,Unemployed,0.31,778,7810.36,9.79,60,165.14,9,71221.80,10059.05,0,0,1
1,"High School",1890.24,Employed,0.21,631,17742.64,14.30,36,608.99,4,30062.89,1948.86,2,0,5
1,PhD,4087.90,Employed,0.23,671,28217.48,11.40,36,929.16,2,36303.82,22892.26,0,0,0
1,Other,1446.27,Employed,0.13,653,18354.48,12.48,36,613.85,8,33678.84,17537.45,0,0,0
1,Other,853.98,Employed,0.34,552,21107.50,9.65,36,677.62,4,9270.63,4528.33,4,0,4
1,"High School",1081.72,Self-employed,0.28,708,9685.00,15.80,36,339.54,4,12186.49,7900.08,2,0,3
1,Bachelor's,1670.19,Self-employed,0.25,719,21460.76,15.46,60,515.75,2,12381.60,4821.47,1,0,2
0,Bachelor's,4482.64,Self-employed,0.10,587,13991.45,14.56,36,482.01,5,85538.40,56560.55,6,0,6
1,"High School",4201.80,Employed,0.17,748,15471.26,11.78,36,512.24,3,72869.46,39505.14,0,0,1
1,Bachelor's,2650.60,Self-employed,0.15,741,500.00,9.25,60,10.44,5,42950.97,19594.83,3,0,3
0,Bachelor's,862.29,Self-employed,0.48,648,15724.88,12.93,36,529.30,3,16782.01,8147.64,2,0,2
1,Bachelor's,9030.86,Self-employed,0.16,623,26830.87,11.08,36,879.43,5,147174.75,16760.60,3,0,4
0,Bachelor's,1212.41,Employed,0.39,681,500.00,11.12,36,16.40,4,12269.54,8466.61,3,0,4
1,"High School",3749.65,Self-employed,0.14,659,15047.01,12.33,36,502.15,8,38123.10,27469.77,3,0,5
1,Other,2368.20,Employed,0.20,737,31990.81,12.65,36,1072.51,9,38060.38,5440.11,3,0,3
1,Master's,3851.92,Employed,0.02,579,500.00,12.28,36,16.67,7,43804.17,18785.88,1,0,1
1,Master's,6684.58,Employed,0.06,605,35250.60,14.90,36,1220.25,6,49552.33,38828.20,2,0,3
0,"High School",3386.16,Unemployed,0.36,758,22445.17,12.81,36,754.21,3,54524.53,25684.05,3,0,3
1,Bachelor's,4633.42,Employed,0.08,752,22124.65,13.63,36,752.20,5,58020.47,15529.27,1,0,2
1,"High School",19146.91,Employed,0.06,675,23026.64,12.27,60,515.36,1,222378.68,81295.90,2,0,3
1,Bachelor's,5565.15,Employed,0.06,607,13779.04,17.94,36,497.73,5,51568.20,28791.60,2,0,2
0,Bachelor's,1138.40,Employed,0.40,586,9516.22,13.64,36,323.58,4,24252.96,7569.78,0,0,1
1,Master's,580.78,Employed,0.31,670,500.00,12.26,36,16.67,6,11234.51,1470.71,1,0,1
1,"High School",4166.53,Self-employed,0.24,609,11550.30,13.57,60,266.19,10,56903.12,40508.78,4,0,5
1,"High School",2290.94,Employed,0.13,667,14319.28,12.78,36,480.96,3,22654.38,4506.34,0,0,0
1,PhD,4884.14,Employed,0.15,670,15385.53,11.84,36,509.84,6,62017.00,11371.50,2,0,2
0,PhD,656.02,Unemployed,0.34,728,23874.72,11.89,36,791.73,3,7050.72,3537.22,3,0,3
1,Bachelor's,6091.44,Employed,0.07,652,500.00,14.53,60,11.77,7,81612.72,55188.56,2,0,2
1,"High School",2847.17,Employed,0.19,770,4126.59,9.89,36,132.94,6,23520.95,9394.56,4,0,5
0,Bachelor's,10602.28,Unemployed,0.24,673,10636.91,10.88,36,347.63,5,109973.83,92311.20,2,0,2
1,Bachelor's,3019.96,Employed,0.22,767,23520.61,13.15,60,536.97,1,36573.56,6330.63,0,0,0
1,Master's,4172.45,Employed,0.08,765,11830.70,10.25,36,383.13,5,47584.68,18049.40,0,0,2
0,Master's,2412.25,Employed,0.20,663,24471.33,9.37,36,782.40,4,35262.05,29481.72,4,0,4
1,"High School",2303.17,Employed,0.29,677,18793.73,13.42,36,637.04,5,36458.89,15076.66,2,0,3
1,Master's,3607.95,Employed,0.07,656,16175.85,12.68,36,542.54,2,58064.52,8765.55,0,0,1
1,"High School",2514.37,Self-employed,0.10,718,13305.35,10.17,60,283.81,1,20423.78,5435.00,1,0,2
1,"High School",2121.98,Employed,0.26,705,21640.06,12.77,36,726.74,5,20006.35,5182.85,4,0,4
1,Bachelor's,3778.04,Employed,0.18,678,11991.73,12.39,60,269.12,4,39805.24,9517.10,4,0,4
1,"High School",2142.23,Employed,0.04,677,9832.64,15.40,36,342.78,3,21223.99,5736.18,3,0,3
1,Master's,3852.67,Self-employed,0.16,681,11525.80,12.69,36,386.63,7,74599.78,57703.45,1,0,2
1,Bachelor's,1179.01,Employed,0.20,763,6130.04,10.89,60,132.95,4,12600.78,1871.54,1,0,1
1,Bachelor's,3042.86,Employed,0.18,735,31092.51,13.92,36,1061.46,4,28840.48,12957.29,1,0,1
1,Bachelor's,2700.14,Employed,0.29,769,23627.59,8.76,36,748.71,2,34613.54,13079.49,0,0,0
1,Other,787.59,Employed,0.03,658,20906.32,9.76,36,672.23,6,15225.22,3948.59,1,0,2
1,PhD,1448.90,Employed,0.21,628,5474.33,8.77,36,173.50,4,16375.25,5661.37,3,0,4
1,Master's,650.36,Employed,0.05,606,21507.32,11.58,36,710.04,5,16563.61,9846.30,1,0,3
0,Bachelor's,3217.13,Student,0.19,664,6671.67,12.16,36,222.11,3,52442.39,8839.37,2,0,2
1,"High School",1875.76,Employed,0.22,687,28854.15,14.28,36,990.09,3,35995.57,11843.18,0,0,0
1,Bachelor's,2493.38,Employed,0.04,693,22737.81,15.08,36,789.10,7,42412.70,22481.22,1,0,1
1,Bachelor's,6726.42,Employed,0.28,654,9546.35,13.09,36,322.07,4,114341.39,104814.84,4,2,6
1,"High School",3025.13,Employed,0.02,663,9942.60,14.67,36,343.06,5,51456.92,6823.70,2,0,2
1,"High School",3605.57,Employed,0.08,649,12851.41,14.49,36,442.30,4,32459.18,13266.41,4,0,4
1,Bachelor's,2263.84,Employed,0.07,798,34845.84,8.97,60,722.84,3,39237.48,22893.30,3,0,3
1,Bachelor's,1947.63,Employed,0.19,696,12859.08,8.01,60,260.80,1,35998.08,17772.07,2,0,3
0,Bachelor's,1278.24,Employed,0.37,599,20263.51,13.77,36,690.30,3,14381.56,13655.13,1,0,1
1,Master's,4665.92,Employed,0.19,559,16671.81,17.53,36,598.80,5,72561.71,36458.75,8,0,8
1,Bachelor's,7643.28,Employed,0.01,631,10006.27,10.11,36,323.39,4,79123.57,67404.12,4,0,5
0,Bachelor's,6109.54,Employed,0.18,698,500.00,10.69,36,16.30,4,108653.16,40011.67,1,0,1
1,Bachelor's,1483.96,Employed,0.30,643,20706.59,12.77,36,695.40,9,28266.72,19706.73,1,0,1
1,Other,6430.36,Employed,0.07,626,18795.01,13.16,60,429.19,4,58421.44,38656.76,1,0,4
0,"High School",2746.58,Unemployed,0.33,666,17641.83,14.09,60,411.32,4,34192.89,28899.13,4,0,5
1,Bachelor's,7316.99,Self-employed,0.26,725,31298.97,12.46,60,703.53,7,94052.91,35113.62,1,0,1
0,Bachelor's,3813.80,Unemployed,0.20,751,5911.81,8.59,36,186.87,5,70531.79,48161.14,3,0,3
1,"High School",3653.32,Employed,0.14,677,19991.58,15.47,60,480.54,1,35811.13,12484.48,3,0,3
1,Bachelor's,3712.47,Self-employed,0.16,754,12937.21,11.02,36,423.67,6,58095.39,36263.44,0,0,1
1,Bachelor's,1095.28,Employed,0.15,635,30859.22,11.84,36,1022.61,9,21555.93,9520.36,2,0,3
1,Bachelor's,1418.03,Self-employed,0.17,694,15832.01,8.31,36,498.38,7,24024.23,2806.98,3,0,3
1,"High School",2078.54,Self-employed,0.55,652,29516.62,16.74,36,1048.53,10,47083.61,22816.00,3,0,3
1,Bachelor's,2431.90,Employed,0.05,670,500.00,9.23,36,15.95,2,23769.70,12847.37,2,0,2
1,"High School",3246.44,Employed,0.21,636,4118.72,11.86,36,136.53,9,52972.03,22192.40,5,0,5
1,Bachelor's,2292.89,Unemployed,0.06,691,5177.58,8.62,60,106.53,3,43900.93,40773.92,0,0,1
1,Bachelor's,2234.05,Employed,0.17,753,9547.31,10.36,60,204.55,3,21154.65,19921.41,0,0,1
1,Master's,6367.44,Employed,0.05,619,2828.22,12.99,36,95.28,5,99522.12,49037.35,2,0,2
0,"High School",6808.69,Student,0.32,691,40166.88,12.51,60,903.88,4,80766.45,20379.02,1,0,2
0,Bachelor's,4351.63,Employed,0.05,623,2839.96,14.74,36,98.09,4,43157.11,16145.48,3,0,3
1,Bachelor's,1959.28,Self-employed,0.09,644,500.00,16.97,36,17.82,5,25449.83,13650.00,1,0,1
1,Bachelor's,3891.30,Retired,0.09,797,11078.03,13.02,36,373.37,5,64374.84,9004.69,1,0,2
1,Master's,6524.87,Employed,0.05,677,500.00,8.56,60,10.27,3,115173.95,38543.97,0,0,0
1,Master's,2611.13,Employed,0.19,723,4853.70,10.41,60,104.11,2,48350.42,19964.37,2,0,2
1,Master's,6772.29,Employed,0.04,646,18362.44,16.83,60,454.68,7,98307.15,26219.98,2,0,3
1,"High School",9666.25,Employed,0.14,655,17413.37,15.62,36,608.94,3,70434.19,50164.29,1,0,1
1,PhD,5434.90,Employed,0.13,555,3110.62,15.48,36,108.56,4,46384.95,41268.41,2,0,2
0,Bachelor's,4389.85,Unemployed,0.20,666,16348.80,15.37,60,392.12,3,31472.55,12390.27,4,0,6
1,"High School",3726.64,Retired,0.05,752,27521.80,15.09,36,955.27,5,61619.99,29520.37,0,0,0
1,Bachelor's,4427.03,Employed,0.21,684,16349.40,11.26,60,357.60,2,72581.06,53125.10,5,0,6
0,Bachelor's,3889.98,Self-employed,0.42,645,8607.22,11.21,36,282.65,5,62434.91,32466.28,3,0,4
1,"High School",1451.96,Self-employed,0.10,741,1041.98,9.41,36,33.33,9,19477.90,7406.37,3,0,4
1,Other,6723.33,Employed,0.46,598,14591.41,14.89,36,505.03,6,78288.38,21776.89,1,0,1
0,Bachelor's,3185.92,Employed,0.22,749,5241.79,11.45,60,115.15,2,29704.11,4103.29,1,0,1
1,Bachelor's,13063.80,Self-employed,0.07,605,5617.99,12.90,36,189.02,4,144369.82,64629.34,1,0,1
1,Bachelor's,15912.91,Employed,0.13,614,500.00,12.57,60,11.27,4,144397.39,37694.34,1,0,2
0,"High School",2603.21,Unemployed,0.23,684,18510.50,10.03,60,393.57,3,49691.34,13030.57,1,0,1
1,Other,3421.66,Employed,0.08,730,1178.33,7.46,60,23.59,3,55427.85,41625.62,1,0,1
0,Master's,2337.69,Employed,0.28,639,21975.51,13.45,60,505.09,7,40508.90,23258.88,4,0,4
1,Bachelor's,1708.09,Unemployed,0.11,750,17173.11,8.57,36,542.67,3,25693.19,7907.43,3,0,3
1,Bachelor's,2923.72,Employed,0.06,850,11894.56,10.91,36,388.91,4,50225.85,5009.54,1,0,1
1,Master's,3086.30,Employed,0.41,699,19427.97,15.13,60,463.52,4,59212.62,28458.22,6,0,6
1,Bachelor's,1384.10,Employed,0.06,628,32290.24,18.26,60,824.53,3,15684.76,9397.25,0,0,0
1,"High School",1546.82,Employed,0.08,760,4118.47,14.05,36,140.86,11,24980.59,4528.57,1,1,2
1,Bachelor's,508.36,Student,0.13,724,11091.64,13.38,36,375.75,5,12645.10,5280.46,2,0,2
1,Bachelor's,1500.98,Employed,0.04,768,500.00,11.96,36,16.60,5,29012.63,6189.67,0,0,0
1,Other,5025.12,Employed,0.14,655,6011.77,11.69,36,198.79,4,64656.28,18724.45,1,0,1
1,Master's,7194.15,Self-employed,0.06,820,23882.57,8.81,36,757.35,3,103648.51,24983.11,1,0,3
1,Bachelor's,927.37,Employed,0.07,686,11573.44,11.75,36,383.02,4,18917.03,2813.98,1,0,1
0,"High School",1354.27,Employed,0.18,654,15829.50,14.44,36,544.40,6,21947.80,2608.73,4,0,4
1,Bachelor's,6318.31,Employed,0.21,664,3869.34,12.72,36,129.85,5,64847.33,54794.91,2,0,2
1,Bachelor's,1813.34,Employed,0.01,603,14393.77,15.20,36,500.38,3,30653.99,8372.48,3,0,3
1,"High School",2294.72,Employed,0.31,695,500.00,14.45,60,11.75,3,33009.48,15015.49,1,0,1
1,Bachelor's,2003.36,Retired,0.17,685,8500.17,12.80,36,285.59,2,30136.18,8671.94,3,0,5
1,Master's,5246.21,Employed,0.09,640,22760.26,12.77,36,764.36,5,94047.39,67530.81,1,0,3
0,"High School",8261.00,Employed,0.48,651,23217.23,15.16,36,806.65,6,128711.76,116922.24,6,0,6
1,Master's,3163.03,Unemployed,0.04,819,1546.36,10.14,36,50.00,6,36092.92,33308.88,0,0,1
1,"High School",2325.50,Employed,0.06,681,500.00,12.05,60,11.13,2,23144.92,8953.66,2,0,2
1,"High School",2650.18,Employed,0.23,562,6887.14,14.33,60,161.43,7,28544.21,25603.34,5,0,5
1,"High School",5167.79,Employed,0.29,569,33462.01,17.76,36,1205.71,5,55356.20,22793.30,0,0,0
1,Bachelor's,4147.22,Unemployed,0.08,741,15595.34,12.36,36,520.67,5,42853.79,6786.36,2,0,3
1,Other,2603.80,Employed,0.16,739,19872.54,14.27,60,465.19,3,43627.86,28307.53,1,0,2
1,Master's,2948.00,Employed,0.11,671,2250.69,12.47,36,75.26,6,38174.47,2726.90,2,0,4
1,"High School",1967.21,Employed,0.17,655,27033.35,16.89,36,962.33,9,35783.06,3643.91,3,0,3
1,"High School",2026.19,Employed,0.39,734,1151.67,6.48,36,35.29,4,37292.76,32399.69,2,0,3
1,Bachelor's,1307.71,Employed,0.08,638,21988.82,15.89,36,771.87,7,23612.70,6054.50,3,0,5
1,"High School",6017.77,Employed,0.03,633,14322.13,14.86,60,339.67,6,114103.73,42466.54,2,0,2
1,Master's,777.92,Retired,0.17,614,8630.47,14.99,36,299.14,4,12258.45,6052.25,2,0,2
1,"High School",3577.55,Self-employed,0.07,750,13434.54,11.85,60,297.83,4,33848.99,7423.22,4,0,4
0,"High School",2978.17,Unemployed,0.19,746,5689.28,13.85,36,194.03,7,45426.31,10727.90,1,0,1
1,Bachelor's,2860.34,Employed,0.05,755,29913.60,10.47,60,642.52,3,30939.69,28432.38,2,0,2
0,Master's,2095.88,Unemployed,0.27,802,20570.71,6.23,36,627.95,3,32230.97,7770.75,3,0,3
1,"High School",2537.05,Employed,0.14,776,9943.03,11.06,36,325.80,4,37845.12,15748.64,2,0,3
0,"High School",8700.01,Student,0.14,681,21830.39,13.70,36,742.93,3,158621.66,8040.94,2,0,2
1,Bachelor's,3162.01,Employed,0.12,693,22427.04,11.80,36,742.76,3,25603.95,19711.80,4,0,4
1,Bachelor's,3334.28,Employed,0.18,571,15404.06,11.63,36,508.92,11,69245.83,26806.41,2,0,2
1,Other,3398.25,Retired,0.28,652,23490.07,12.18,36,782.23,4,54803.29,38163.62,1,0,2
1,"High School",1986.62,Employed,0.31,679,18256.25,11.07,36,598.29,0,34001.25,7864.58,4,0,5
1,"High School",2152.34,Self-employed,0.31,656,21311.91,13.95,36,727.87,3,22314.38,7059.09,1,0,3
1,Bachelor's,4152.33,Employed,0.07,744,35034.46,9.84,60,741.62,4,50044.83,4413.39,1,0,2
1,"High School",1827.65,Self-employed,0.15,671,13928.26,13.88,60,323.22,5,21205.07,18299.73,0,0,0
1,Bachelor's,2855.78,Employed,0.51,602,26886.92,15.56,60,647.57,1,27435.69,21280.71,3,0,4
0,"High School",6075.56,Employed,0.18,671,20267.31,14.42,60,476.01,3,104964.70,74410.96,2,0,2
1,PhD,2024.10,Employed,0.13,650,12936.05,10.71,60,279.39,3,15630.47,5210.30,1,0,2
0,Bachelor's,2833.45,Unemployed,0.08,686,18821.85,11.93,36,624.53,3,21111.35,19191.39,1,0,1
1,Master's,2562.07,Retired,0.31,659,7604.07,11.96,36,252.42,7,43419.44,23179.18,1,0,1
1,Other,4091.05,Self-employed,0.12,691,19590.86,12.96,60,445.35,12,66985.65,50795.80,1,0,2
1,Other,3302.04,Unemployed,0.10,722,25982.51,12.07,60,578.89,7,28468.46,21269.75,2,0,2
1,Bachelor's,2007.68,Employed,0.25,729,12912.60,11.13,36,423.54,2,14802.12,9703.72,2,0,2
1,Other,2198.17,Employed,0.14,671,2768.55,13.57,36,94.05,4,23445.15,16798.56,0,0,1
1,Bachelor's,2061.06,Self-employed,0.25,639,6154.92,13.97,36,210.27,4,33977.46,5183.14,4,0,4
1,"High School",1963.75,Employed,0.24,773,9910.06,11.64,36,327.45,5,21986.47,13353.64,3,0,3
1,PhD,1056.37,Employed,0.10,615,21085.15,14.69,36,727.73,7,13921.16,3775.86,5,0,6
1,Bachelor's,3373.56,Retired,0.21,734,21157.99,8.43,36,667.22,5,64742.28,59618.65,2,0,2
0,"High School",2025.43,Employed,0.07,536,13869.39,15.87,36,486.72,5,27300.38,19843.31,2,0,2
0,Master's,4045.15,Unemployed,0.05,588,16464.37,14.97,36,570.50,3,54158.13,24686.80,2,0,3
0,Bachelor's,3183.82,Employed,0.16,623,11402.40,13.77,60,263.96,4,56601.60,5529.35,2,0,2
1,PhD,2412.79,Employed,0.02,663,23086.92,14.97,60,548.87,2,40074.81,15269.74,2,0,3
1,Master's,2297.38,Employed,0.11,709,14517.48,9.79,36,467.01,4,22336.70,9553.17,1,1,2
1,Bachelor's,1370.33,Employed,0.31,686,500.00,11.70,60,11.05,1,18511.45,3530.94,2,0,3
1,"High School",3270.42,Retired,0.11,686,6181.93,14.50,36,212.79,4,49495.79,34257.22,3,0,3
1,Master's,2879.00,Employed,0.24,728,21552.47,12.71,36,723.18,8,27865.95,12173.99,3,0,3
1,Bachelor's,2082.16,Self-employed,0.31,816,16396.16,13.32,36,554.98,4,23244.39,19548.53,2,0,4
1,"High School",921.04,Employed,0.13,843,11268.31,9.94,36,363.28,10,24981.52,17529.93,1,0,2
1,"High School",2674.78,Employed,0.06,613,500.00,13.51,36,16.97,6,52819.72,45775.41,1,0,1
0,"High School",2796.80,Unemployed,0.13,653,22918.79,13.08,36,773.11,5,49771.56,44769.80,3,0,3
1,Bachelor's,5862.46,Employed,0.06,584,34419.57,13.52,36,1168.37,7,58326.75,4699.90,2,0,2
1,"High School",3095.21,Employed,0.04,754,32769.10,11.67,36,1083.25,5,35465.38,4953.90,1,0,1
0,"High School",6183.93,Unemployed,0.04,629,10715.84,13.49,60,246.51,4,88896.21,42360.10,2,0,3
1,Bachelor's,2075.30,Employed,0.17,755,12418.47,10.46,60,266.68,10,25349.96,5676.88,1,0,2
0,"High School",2580.46,Employed,0.14,694,22866.12,11.78,60,506.11,1,45079.77,40489.34,2,0,2
1,"High School",1653.06,Student,0.11,725,15829.00,7.45,60,316.80,6,29797.62,18403.29,2,0,4
1,PhD,2581.13,Retired,0.11,756,16158.53,11.03,60,351.57,6,31989.13,2049.06,2,0,3
1,Bachelor's,4969.74,Employed,0.23,711,500.00,15.68,36,17.50,8,54986.36,13831.50,3,0,3
1,Bachelor's,5055.77,Self-employed,0.08,532,7647.97,15.48,60,183.88,7,58208.90,15848.21,1,0,2
1,Master's,3457.41,Employed,0.09,619,13166.06,15.50,36,459.64,9,39900.25,19024.37,2,0,2
1,"High School",1350.01,Employed,0.23,776,30997.58,12.35,60,695.02,6,20079.08,18875.94,4,0,4
0,Bachelor's,1302.42,Unemployed,0.18,706,30876.70,14.24,36,1058.90,6,27502.62,10014.40,1,0,2
1,Bachelor's,2606.93,Self-employed,0.18,734,5004.91,9.91,36,161.28,10,45310.42,14813.65,0,0,1
0,Master's,2014.14,Employed,0.27,671,3922.33,14.17,60,91.61,10,25405.85,12635.56,3,0,4
1,Bachelor's,4505.12,Unemployed,0.09,800,30135.82,10.37,36,977.64,5,60121.78,38329.33,1,0,2
1,"High School",4021.00,Employed,0.13,801,25056.06,10.26,36,811.55,6,32723.53,10465.50,0,0,0
1,Bachelor's,3721.75,Employed,0.02,723,10736.96,10.16,36,347.26,8,57699.20,21604.60,3,0,3
0,Master's,2147.54,Self-employed,0.34,687,12000.17,12.80,36,403.18,3,25755.59,21670.26,3,0,3
0,Bachelor's,3306.30,Unemployed,0.23,664,4703.44,13.93,36,160.59,4,27354.24,25283.69,2,0,3
1,Master's,3697.77,Retired,0.20,673,4073.61,10.33,36,132.08,4,48682.95,34090.85,0,0,0
1,Bachelor's,2463.01,Retired,0.24,680,556.72,10.88,36,18.19,8,51651.65,6263.75,5,0,5
0,Master's,2621.11,Self-employed,0.29,736,13779.07,10.40,36,447.20,3,18860.31,11039.40,0,0,1
1,Bachelor's,3630.43,Employed,0.21,703,11245.80,8.45,36,354.74,5,30153.68,17581.99,6,2,6
1,"High School",1569.02,Employed,0.14,573,500.00,13.77,36,17.03,4,13612.49,2956.68,2,0,2
1,PhD,2138.96,Employed,0.15,737,11713.41,13.16,36,395.57,3,37597.37,34784.59,2,0,2
1,Master's,2038.93,Employed,0.22,624,12381.04,13.57,60,285.33,6,40963.88,36942.07,1,0,2
1,Other,5464.13,Self-employed,0.15,604,23279.73,15.17,36,808.94,3,43644.07,13732.04,2,0,2
1,Bachelor's,2198.94,Employed,0.08,682,17678.74,12.52,36,591.59,6,33871.30,15702.94,2,0,3
1,Bachelor's,3076.89,Employed,0.19,811,3417.82,7.61,36,106.49,5,36992.46,14558.69,2,0,3
1,Master's,4458.49,Employed,0.13,787,23194.56,10.71,36,756.18,4,35894.55,14065.72,2,0,3
1,"High School",1919.66,Employed,0.05,762,2706.03,11.21,60,59.12,7,19936.25,6757.39,2,0,3
1,PhD,5118.78,Retired,0.33,577,13387.47,11.93,36,444.21,4,56588.69,23221.52,4,0,4
1,"High School",5388.59,Employed,0.12,732,6971.89,12.77,36,234.14,6,53744.92,25750.85,2,0,2
1,"High School",846.20,Employed,0.03,655,26054.96,12.21,36,868.01,3,13137.72,2343.68,1,0,1
1,"High School",3747.80,Employed,0.10,642,5996.54,13.54,36,203.61,5,58397.95,19731.73,1,0,3
0,Bachelor's,5629.47,Employed,0.34,604,500.00,16.13,36,17.61,5,50876.99,25356.56,3,0,3
1,"High School",2402.94,Retired,0.18,519,27348.94,11.10,36,896.66,6,43446.27,22409.58,5,1,6
1,"High School",4184.56,Employed,0.14,709,8018.64,15.38,60,192.37,3,54740.53,22068.06,1,0,1
1,Bachelor's,1367.04,Employed,0.33,677,14988.46,11.24,36,492.41,1,15003.88,5917.99,1,0,1
1,Bachelor's,1169.44,Employed,0.33,682,14228.39,10.27,36,460.92,5,21926.13,13227.87,1,0,1
1,Master's,2346.42,Self-employed,0.45,667,4476.35,14.37,36,153.80,4,22629.68,8557.00,3,0,3
1,"High School",1685.25,Employed,0.08,672,19997.04,13.27,36,676.38,6,35342.55,12544.05,0,0,1
